show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;cover_url;imdb_id;tmdb_id;tmdb_popularity;tmdb_score;tmdb_votes
tmdb_1087192;Movie;How to Train Your Dragon;Dean DeBlois;Mason Thames, Nico Parker, Gerard Butler, Nick Frost, Gabriel Howell, Julian Dennison, Bronwyn James, Harry Trevaldwyn, Murray McArthur, Peter Serafinowicz;US;2025-06-06;2025;PG-13;125 min;Fantasy, Family, Action, Adventure;On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.;https://image.tmdb.org/t/p/w500/53dsJ3oEnBhTBVMigWJ9tkA5bzJ.jpg;tt26743210;1087192;36.9042;7.953;2515
tmdb_1246049;Movie;Dracula;Luc Besson;Caleb Landry Jones, Zoë Bleu Sidel, Christoph Waltz, Matilda De Angelis, Ewens Abid, Guillaume de Tonquédec, David Shields, Bertrand-Xavier Corbi, Raphael Luce, Liviu Bora;FR;2025-07-30;2025;PG-13;130 min;Horror, Fantasy, Romance;When a 15th-century prince denounces God after the devastating loss of his wife, he inherits an eternal curse: he becomes Dracula. Condemned to wander the centuries, he defies fate and death itself, guided by a single hope — to be reunited with his lost love.;https://image.tmdb.org/t/p/w500/ykyRfv7JDofLxXLAwtLXaSuaFfM.jpg;tt31434030;1246049;35.9699;7.156;765
tmdb_1448560;Movie;Wildcat;James Nunn;Kate Beckinsale, Lewis Tan, Alice Krige, Charles Dance, Rasmus Hardiker, Mathilde Warnier, Bailey Patrick, Tom Bennett, Matt Willis, Roxy Striar;GB;2025-11-19;2025;PG-13;99 min;Action, Thriller;An ex-black ops team reunite to pull off a desperate heist in order to save the life of their leader’s eight-year-old daughter.;https://image.tmdb.org/t/p/w500/tZst3WyMhbpfwC9kjuuKojAY7iJ.jpg;tt36153493;1448560;35.8392;5.9;75
tmdb_1215106;Movie;Ko Ga Loak Village;Poj Arnon;Padung Songsang, Yotsawat Tawapee, Kanchai Kamnerdploy, Monchai Jongkrairattanakul, Nachat Juntapun, Noppavee Meesrisuk, Kapon Thongphlap, Ongart Cheamcharoenpornkul, Sahatchai Chumrum, Yasaka Chaisorn;TH;2025-11-06;2025;PG-13;99 min;Comedy, Horror;A wave of chilling serial murders emerges, marked by the gruesome decay of male victims' secret part. As the police investigate, they confront eerie local myths and dark secrets.;https://image.tmdb.org/t/p/w500/jt31qZw5W1RFXfGyTJCpgjvq2h1.jpg;tt35020020;1215106;35.5862;3.8;5
tmdb_1403735;Movie;Laila;Ram Narayan;Vishwak Sen, Akanksha Sharma, Babloo Prithiveeraj, Abhimanyu Singh, Vineet Kumar, Kamakshi Bhaskarla, Surabhi Prabhavathi, Ravi Mariya, Prudhviraj, Sunisith;IN;2025-02-14;2025;PG-13;134 min;Comedy, Romance;Sonu Model, a renowned beautician from the old city, is forced to disguise himself as Laila, leading to a series of comedic, romantic, and action-packed events. Chaos ensues in this hilarious laugh riot;https://image.tmdb.org/t/p/w500/aFogllaRGlAhk1nqvVGFpZpl4qU.jpg;tt32831759;1403735;35.2565;5.2;6
tmdb_1061474;Movie;Superman;James Gunn;David Corenswet, Rachel Brosnahan, Nicholas Hoult, Edi Gathegi, Nathan Fillion, Isabela Merced, María Gabriela de Faría, Skyler Gisondo, Alan Tudyk, Grace Chan;US;2025-07-09;2025;PG-13;130 min;Science Fiction, Adventure, Action;Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.;https://image.tmdb.org/t/p/w500/wPLysNDLffQLOVebZQCbXJEv6E6.jpg;tt5950044;1061474;35.107;7.377;4211
tmdb_967941;Movie;Wicked: For Good;Jon M. Chu;Cynthia Erivo, Ariana Grande, Jeff Goldblum, Michelle Yeoh, Jonathan Bailey, Ethan Slater, Marissa Bode, Colman Domingo, Bowen Yang, Bronwyn James;US;2025-11-19;2025;PG-13;137 min;Fantasy, Adventure, Romance;As an angry mob rises against the Wicked Witch, Glinda and Elphaba will need to come together one final time. With their singular friendship now the fulcrum of their futures, they will need to truly see each other, with honesty and empathy, if they are to change themselves, and all of Oz, for good.;https://image.tmdb.org/t/p/w500/lDL8vPUuJs2LsPHPjAGhkbYTpNX.jpg;tt19847976;967941;33.868;6.699;755
tmdb_1083637;Movie;Kantara - A Legend: Chapter 1;Rishab Shetty;Rishab Shetty, Rukmini Vasanth, Jayaram, Gulshan Devaiah, Ramitha Shailendra, Pramod Shetty, Naveen D. Padil, Rakesh Poojari, Prakash Thuminad, Deepak Rai Panaje;IN;2025-10-01;2025;PG-13;165 min;Action, Drama, Fantasy;During the Kadamba reign, King Vijayendra, the ruler of the fictional feudatory land of Bangra, meets his final fate while venturing into the mystical forest of Kantara. Witnessing this, his son Rajashekara seals the borders of their realm. Later, Prince Kulashekara reopens them through a brutal massacre. The protagonist, Berme, in search of prosperity, crosses the divide and ignites a conflict of faith, power, and destiny between the Kingdom and Nature.;https://image.tmdb.org/t/p/w500/ehQPboTPaIMkMUOoNOh8e7pZ5Rp.jpg;tt26439764;1083637;33.746;7.017;58
tmdb_812583;Movie;Wake Up Dead Man: A Knives Out Mystery;Rian Johnson;Daniel Craig, Josh O'Connor, Glenn Close, Josh Brolin, Mila Kunis, Jeremy Renner, Kerry Washington, Andrew Scott, Cailee Spaeny, Daryl McCormack;US;2025-11-26;2025;PG-13;145 min;Thriller, Mystery, Comedy;When young priest Jud Duplenticy is sent to assist charismatic firebrand Monsignor Jefferson Wicks, it’s clear that all is not well in the pews. After a sudden and seemingly impossible murder rocks the town, the lack of an obvious suspect prompts local police chief Geraldine Scott to join forces with renowned detective Benoit Blanc to unravel a mystery that defies all logic.;https://image.tmdb.org/t/p/w500/qCOGGi8JBVEZMc3DVby8rUivyXz.jpg;tt14364480;812583;32.747;7.215;1890
tmdb_1154725;Movie;Robot T-O;Giulio Callegari;Blanche Gardin, Angélique Flaugère, Laly Mercier, Xavier Lacaille, Georgia Scalliet, Édouard Sulpice, Gavril Dartevelle, Lucie Guien, Fred Blin, Arnaud Aymard;FR;2025-04-12;2025;PG-13;78 min;Comedy, Drama, Science Fiction;In a near future, Max and her daughter are selling stolen robots on the black market. When Max loses custody of her daughter following their latest scheme, she must rely on the last robot she took, T-O, who is ready to do anything to help.;https://image.tmdb.org/t/p/w500/eiu1bJEpBQeq5eyNHzuMhYWaLF2.jpg;tt29516588;1154725;31.8377;5.4;23
tmdb_1147411;Movie;Miraculous World: Tokyo, Stellar Force;Thomas Astruc, Jun Violet;Anouck Hautbois, Clara Soares, Claire Baradat, Grégory Laisné, Benjamin Bollen, Marie Nonnenmacher, Jeanne Chartier, Jaynélia Coadou, Alan Aubert-Carlin, Anna Lauzeray;FR;2025-12-07;2025;PG-13;51 min;Adventure, Animation, Action, TV Movie, Comedy;Kagami drags Marinette to Tokyo to help the Stellars defeat a new supervillain, but Marinette soon realizes her friend has another, untold reason for this trip to Japan.;https://image.tmdb.org/t/p/w500/vFaopnGXRXxRf4z2Z3IgA1QtOyV.jpg;tt13701240;1147411;31.7251;8.4;5
tmdb_1238188;Movie;The Captive;Alejandro Amenábar;Julio Peña, Alessandro Borghi, Miguel Rellán, Fernando Tejero, Luis Callejo, José Manuel Poga, Roberto Álamo, Albert Salazar, Juanma Muniagurria, César Saratxu;IT, ES;2025-09-12;2025;PG-13;134 min;Drama, History;In 1575, the young soldier Miguel de Cervantes is captured on the high seas by Barbary pirates and taken to Algiers as a hostage. Aware that a cruel death awaits him if his family does not pay his ransom soon, he finds refuge in his passion for storytelling.;https://image.tmdb.org/t/p/w500/6gUyPK9IlDW00eBzy7Um7xvXHmS.jpg;tt31101921;1238188;31.7217;7.315;27
tmdb_950396;Movie;The Gorge;Scott Derrickson;Miles Teller, Anya Taylor-Joy, Sigourney Weaver, Ṣọpẹ́ Dìrísù, William Houston, Kobna Holdbrook-Smith, James Marlowe, Julianna Kurokawa, Ruta Gedmintas, Oliver Trevena;US;2025-02-13;2025;PG-13;128 min;Romance, Science Fiction, Thriller;Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.;https://image.tmdb.org/t/p/w500/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg;tt13654226;950396;30.7954;7.639;3364
tmdb_1408208;Movie;Exit 8;Genki Kawamura;Kazunari Ninomiya, Yamato Kochi, Naru Asanuma, Kotone Hanase, Nana Komatsu;JP;2025-08-28;2025;PG-13;95 min;Horror, Mystery, Thriller;"A man gets lost in an underground passage. He follows the ""guide"" through the passage, but one after another, strange things happen to him. Is this space real? Or an illusion? Will the man be able to escape the passage?";https://image.tmdb.org/t/p/w500/pOumcMZASyZA8of7SJRJNACEm23.jpg;tt35222590;1408208;30.5369;6.2;118
tmdb_1363123;Movie;The Family Plan 2;Simon Cellan Jones;Mark Wahlberg, Michelle Monaghan, Kit Harington, Zoe Colletti, Van Crosby, Theodore Lindsey, Peter Lindsey, Reda Elazouar, Sidse Babett Knudsen, Sanjeev Bhaskar;US;2025-11-11;2025;PG-13;106 min;Action, Comedy;Now that Dan's assassin days are behind him, all he wants for Christmas is quality time with his kids. But when he learns his daughter has her own plans, he books a family trip to London—putting them all in the crosshairs of an unexpected enemy.;https://image.tmdb.org/t/p/w500/semFxuYx6HcrkZzslgAkBqfJvZk.jpg;tt34276058;1363123;30.4642;6.547;468
tmdb_1445698;Movie;The Pearl Comb;Ali Cook;Ali Cook, Beatie Edney, Simon Armstrong, Clara Paget, Roxanne Cook, Thomas Stocker;GB;2025-03-06;2025;PG-13;21 min;Horror;A doctor, hell-bent on proving a woman’s place is in the home and not practising medicine, is sent to investigate her miraculous claim - only to discover the source of her unearthly power...;https://image.tmdb.org/t/p/w500/737hppvYVz8Wx9I2McyQPHCD7PB.jpg;tt33019528;1445698;30.1184;7.5;3
tmdb_1422096;Movie;Good Boy;Ben Leonberg;Indy the Dog, Shane Jensen, Larry Fessenden, Arielle Friedman, Stuart Rudin, Anya Krawcheck, Hunter Goetz, Noah Manzoor;US;2025-10-01;2025;PG-13;73 min;Horror;A loyal dog moves to a rural family home with his owner Todd, only to discover supernatural forces lurking in the shadows. As dark entities threaten his human companion, the brave pup must fight to protect the one he loves most.;https://image.tmdb.org/t/p/w500/pvMHRi09ur2L1drXh2dXFtuMFgl.jpg;tt35521922;1422096;29.504;6.743;484
tmdb_1359607;Movie;Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved;Tatsuya Ishihara;Maria Naganawa, Mutsumi Tamura, Yuuki Kuwahara, Yuuki Takada, Minami Takahashi, Shiori Sugiura, Daisuke Ono, Yuichi Nakamura, Emiri Kato, Kaori Ishihara;JP;2025-06-27;2025;PG-13;105 min;Animation, Comedy, Fantasy;Miss Kobayashi, Tohru, Kanna, and Iruru's peaceful lives are shattered when Kanna's father, Kimun Kamui, leader of the Chaos Forces, arrives and forces her to return to the Dragon World to fix a past mistake. With a war brewing between Chaos and Harmony, Kanna must find a way to unite the two worlds but is torn between her loyalty to her friends and her father's demands. Miss Kobayashi, however, refuses to let her go and tries to mend Kanna and Kamui's broken bond. As dragons clash, Iruru uncovers a hidden force manipulating the war. Can they stop the war before it consumes both worlds?;https://image.tmdb.org/t/p/w500/kN0V877loq6kkDybVbi3KcrjwgE.jpg;tt36592985;1359607;29.4632;7.6;8
tmdb_1180831;Movie;Troll 2;Roar Uthaug;Ine Marie Wilmann, Kim S. Falck-Jørgensen, Mads Sjøgård Pettersen, Sara Khorami, Karoline Viktoria Sletteng Garvang, Anne Krigsvoll, Duc Mai-The, Jon Ketil Johnsen, Ola G. Furuseth, Yusuf Toosh Ibra;NO;2025-11-30;2025;PG-13;102 min;Action, Fantasy, Thriller;When a dangerous new troll unleashes devastation across their homeland, Nora, Andreas and Major Kris embark on their most perilous mission yet.;https://image.tmdb.org/t/p/w500/p6xAExLNFbHcLfvSuvLPoM8aqZU.jpg;tt29232158;1180831;29.4349;6.5;375
tmdb_1078605;Movie;Weapons;Zach Cregger;Julia Garner, Josh Brolin, Alden Ehrenreich, Austin Abrams, Benedict Wong, Amy Madigan, Cary Christopher, Toby Huss, Whitmer Thomas, Callie Schuttera;US;2025-08-04;2025;PG-13;129 min;Horror, Mystery;When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.;https://image.tmdb.org/t/p/w500/cpf7vsRZ0MYRQcnLWteD5jK9ymT.jpg;tt26581740;1078605;29.327;7.284;2784
tmdb_1090983;Movie;The Beldham;Angela Gulner;Patricia Heaton, Corbin Bernsen, Katie Parker, Emma Fitzpatrick, Angela Baumgardner, Sabreena Iman, Thesa Loving, Hannah Reese;;2025-11-07;2025;PG-13;85 min;Horror;At the edge of postpartum psychosis, new mother Harper moves in with her own mother at their family's rural farmhouse. Soon she finds herself hunted by a threatening monster who has designs on her child.;https://image.tmdb.org/t/p/w500/suY2CNfGwq3kccMZuMA1sXAcNXm.jpg;tt20254992;1090983;28.8996;5.7;25
tmdb_541671;Movie;Ballerina;Len Wiseman;Ana de Armas, Keanu Reeves, Ian McShane, Anjelica Huston, Gabriel Byrne, Catalina Sandino Moreno, Ava McCarthy, Juliet Doherty, Norman Reedus, Lance Reddick;US;2025-06-04;2025;PG-13;125 min;Action, Thriller, Crime;Taking place during the events of John Wick: Chapter 3 – Parabellum, Eve Macarro begins her training in the assassin traditions of the Ruska Roma.;https://image.tmdb.org/t/p/w500/2VUmvqsHb6cEtdfscEA6fqqVzLg.jpg;tt7181546;541671;28.8991;7.287;2244
tmdb_1197137;Movie;Black Phone 2;Scott Derrickson;Mason Thames, Madeleine McGraw, Ethan Hawke, Miguel Mora, Demián Bichir, Jeremy Davies, Arianna Rivas, Maev Beaty, Graham Abbey, James Ransone;US;2025-10-15;2025;PG-13;114 min;Horror, Thriller;Four years after escaping The Grabber, Finney Blake is struggling with his life after captivity. When his sister Gwen begins receiving calls in her dreams from the black phone and seeing disturbing visions of three boys being stalked at a winter camp, the siblings become determined to solve the mystery and confront a killer who has grown more powerful in death and more significant to them than either could imagine.;https://image.tmdb.org/t/p/w500/gFddBLQ8wj9M9O82iPzgX5KVNHz.jpg;tt29644189;1197137;28.5398;6.779;857
tmdb_1194963;Movie;Noise;Kim Soo-jin;Lee Sun-bin, Kim Min-seok, Jeon Ik-ryoung, Ryu Kyung-soo, Han Su-ah, Baek Joo-hee, Kim Gyeong-ryong, Han Chul-woo, Choi Eun-kyoung, Ji Sung-eun;KR;2025-06-25;2025;PG-13;95 min;Horror, Thriller;Ju-young is a young woman with a hearing impediment who decides to investigate her sister's inexplicable disappearance, last seen in her apartment. Feeling more and more cornered, Ju-young begins to hear strange sounds and sense an evil presence in the apartment.;https://image.tmdb.org/t/p/w500/uU3NXe7QqjJNxVpYPdz8dscFWlj.jpg;tt29845247;1194963;28.4954;6.263;38
tmdb_1124566;Movie;Sentimental Value;Joachim Trier;Renate Reinsve, Stellan Skarsgård, Inga Ibsdotter Lilleaas, Elle Fanning, Andreas Stoltenberg Granerud, Øyvind Hesjedal Loven, Anders Danielsen Lie, Cory Michael Smith, Catherine Cohen, Jesper Christensen;TR, NO, FR, DK, SE, DE, GB;2025-08-20;2025;PG-13;133 min;Drama;Sisters Nora and Agnes reunite with their estranged father, the charismatic Gustav, a once-renowned director who offers stage actress Nora a role in what he hopes will be his comeback film. When Nora turns it down, she soon discovers he has given her part to an eager young Hollywood star.;https://image.tmdb.org/t/p/w500/pz9NCWxxOk3o0W3v1Zkhawrwb4i.jpg;tt27714581;1124566;27.8632;7.594;362
tmdb_447273;Movie;Snow White;Marc Webb;Rachel Zegler, Gal Gadot, Andrew Burnap, Andrew Barth Feldman, Jeremy Swift, Jason Kravits, Martin Klebba, George Salazar, Tituss Burgess, Andy Grotelueschen;US;2025-03-19;2025;PG-13;109 min;Family, Fantasy;Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom.;https://image.tmdb.org/t/p/w500/xWWg47tTfparvjK0WJNX4xL8lW2.jpg;tt6208148;447273;27.4546;4.302;1525
tmdb_1367125;Movie;Gaua (The Night);Paul Urkijo Alijo;Yune Nogueiras, Ane Gabarain, Elena Irureta, Iñake Irastorza, Xabi «Jabato» López, Erika Olaizola, Elena Uriz, Manex Fuchs, Elías García, Laura Iturregi;ES;2025-11-14;2025;PG-13;96 min;Drama, Horror, Fantasy;Spain, Basque Country, 17th century. At night and through the mountains, Kattalin escapes from her farmhouse and, while wandering through the deep forest, she senses a presence that stalks her.;https://image.tmdb.org/t/p/w500/hWSY7OdBBJplNMWNPT1NIGYTRH2.jpg;tt35610805;1367125;27.2584;6.25;8
tmdb_1151272;Movie;Sirāt;Oliver Laxe;Sergi López, Bruno Núñez, Stefania Gadda, Joshua Liam Henderson, Richard Bellamy, Tonin Janvier, Jade Oukid, Ahmed Abbou, Abdellilah Madrari, Mohamed Madrari;ES, FR;2025-06-06;2025;PG-13;115 min;Drama, Thriller, Music;A man and his son arrive at a rave lost in the mountains of Morocco. They are looking for Marina, their daughter and sister, who disappeared months ago at another rave. Driven by fate, they decide to follow a group of ravers in search of one last party, in hopes Marina will be there.;https://image.tmdb.org/t/p/w500/bzBtsLi17rK4G6kDvOXfUZfAhca.jpg;tt32298285;1151272;27.2145;6.827;370
tmdb_1589891;Movie;A Time for Bravery;Ariel Winograd;Luis Gerardo Méndez, Memo Villegas, Christian Tappán, Verónica Bravo, Enrique Arreola, Noé Hernández, Fernando Cuautle, Iván Aragón, Fermín Martínez, Marco Antonio de La O;AR;2025-12-18;2025;PG-13;107 min;Comedy, Action;"A psychoanalyst on community service aids an agent shattered by infidelity; together, they will confront danger and discover second chances.";https://image.tmdb.org/t/p/w500/qKKG22O5pFxqglG0oMjWTjQWCNl.jpg;tt37961727;1589891;27.0844;7.592;71
tmdb_1197306;Movie;A Working Man;David Ayer;Jason Statham, Jason Flemyng, Merab Ninidze, Maximilian Osinski, Cokey Falkow, Michael Peña, David Harbour, Noemi Gonzalez, Arianna Rivas, Isla Gie;GB, US;2025-03-26;2025;PG-13;116 min;Action, Crime, Thriller;Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.;https://image.tmdb.org/t/p/w500/6FRFIogh3zFnVWn7Z6zcYnIbRcX.jpg;tt9150192;1197306;26.9779;6.693;1752
tmdb_1149167;Movie;High Rollers;Randall Emmett;John Travolta, Gina Gershon, Lukas Haas, Quavo, Natali Yura, Noel Gugliemi, Swen Temmel, Demián Castro, Alex Hurt, Danny Pardo;US;2025-03-14;2025;PG-13;101 min;Action, Crime, Thriller;A master thief must pull off a dangerous casino heist when his nemesis kidnaps his lover. Caught between rival criminals and FBI pursuit, he risks all to save her and score big.;https://image.tmdb.org/t/p/w500/hHowAaChDjwueySmwVbsjHmpWa.jpg;tt27829510;1149167;26.4582;6.6;101
tmdb_1214931;Movie;Nuremberg;James Vanderbilt;Russell Crowe, Rami Malek, Michael Shannon, Leo Woodall, John Slattery, Richard E. Grant, Colin Hanks, Mark O'Brien, Lotte Verbeek, Wrenn Schmidt;US, HU;2025-11-06;2025;PG-13;148 min;History, Drama;In postwar Germany, an American psychiatrist must determine whether Nazi prisoners are fit to go on trial for war crimes, and finds himself in a complex battle of intellect and ethics with Hermann Göring, Hitler's right-hand man.;https://image.tmdb.org/t/p/w500/sxu8TsG7k06ymWL98ELEIE1EMZV.jpg;tt29567915;1214931;26.4196;7.367;452
tmdb_1309012;Movie;Altered;Timo Vuorensola;Tom Felton, Aggy K. Adams, Elizaveta Bugulova, Igor Jijikine, Richard Brake, Aleksey Filimonov, Daniyar Alshinov, Atamura Mussakhanov, Linda Nigmatulina, Yelzhas Rakhim;CA, IE, DE, US, KZ;2025-09-18;2025;PG-13;85 min;Science Fiction, Action;In an alternate present, genetically enhanced humans dominate society. Outcasts Leon and Chloe fight for justice against corrupt politicians exploiting genetic disparity, risking everything to challenge the oppressive system.;https://image.tmdb.org/t/p/w500/6QlAcGRaUrgHcZ4WTBh5lsPnzKx.jpg;tt32123395;1309012;26.3299;5.946;84
tmdb_1354700;Movie;The Ghost Game;Son Dong-wan;YERI, Lee Chan-hyeong, Suh Dong-hyun, Oh So-hyun, Kim Eun-bi, Park Seo-yeon;KR;2025-08-06;2025;PG-13;95 min;Horror, Mystery, Thriller;"Aspiring YouTuber Gi-ho stages a fake seance for viral content, but Ja-young joins, seeking her missing sister Seo-woo. In an underground cistern, Seo-woo volunteers as the ""possessed,"" but when she collapses, terror unfolds. Trapped with sinister forces, the students face a deadly fate, leading to a shocking twist.";https://image.tmdb.org/t/p/w500/6uF6PnY1gWNmDkAMYO1qhgdgozM.jpg;tt37285917;1354700;25.8001;6.75;24
tmdb_1086260;Movie;The Astronaut;Jess Varley;Kate Mara, Laurence Fishburne, Gabriel Luna, Ivana Miličević, Scarlett Holmes, Macy Gray, Reza Diako, Daniel Quirke, Daiana Madeira, Christine Abernathy;US;2025-09-26;2025;PG-13;90 min;Science Fiction, Horror, Thriller;After returning from her first space mission, astronaut Sam Walker is placed under NASA’s care at a high security house for rehabilitation and medical testing. However, when disturbing occurrences begin happening around the property, she fears that something extraterrestrial has followed her back to Earth;https://image.tmdb.org/t/p/w500/souvvkJHYhztC1UqZ8lEVUiJa3J.jpg;tt13964560;1086260;25.5957;5.699;163
tmdb_1291608;Movie;Dhurandhar;Aditya Dhar;Ranveer Singh, Akshaye Khanna, R. Madhavan, Arjun Rampal, Sanjay Dutt, Sara Arjun, Rakesh Bedi, Danish Pandor, Gaurav Gera, Naveen Kaushik;IN;2025-12-05;2025;PG-13;212 min;Action, Thriller;After the hijacking of IC-814 in 1999 and the Parliament attack in 2001, India’s Intelligence Bureau Chief, Ajay Sanyal, devises an indomitable mission to intrude and rupture the terrorist network in Pakistan, by infiltrating the underworld mafia of Karachi with the help of a 20-year-old boy from Punjab, held captive for a revenge crime.;https://image.tmdb.org/t/p/w500/8FHOtUpNIk5ZPEay2N2EY5lrxkv.jpg;tt33014583;1291608;25.3207;6.744;154
tmdb_1233506;Movie;The Shrinking Man;Jan Kounen;Jean Dujardin, Marie-Josée Croze, Daphné Richard, Serge Swysen, Salim Talbi, Miranda Raison, Stéphanie Van Vyve;FR, BE;2025-10-22;2025;PG-13;99 min;Adventure, Science Fiction;Paul, is an ordinary man who divides his life between his shipbuilding company, his wife Elise and their daughter Mia. During a sea trip, Paul finds himself confronted with a strange, unexplained meteorological phenomenon. From then on, Paul shrinks inexorably, without science being able to explain why or be of any help to him. When, by accident, he finds himself a prisoner in his own cellar, and while he is only a few centimeters tall, he will have to fight to survive in this banal environment that has become perilous. During this experience, Paul will find himself confronted with himself, with his humanity, and will try to answer the great questions of existence.;https://image.tmdb.org/t/p/w500/5scjQRQq4i0zpbfyvWJX8LFEWjt.jpg;tt32642156;1233506;24.6513;6.049;41
tmdb_1038392;Movie;The Conjuring: Last Rites;Michael Chaves;Patrick Wilson, Vera Farmiga, Mia Tomlinson, Ben Hardy, Rebecca Calder, Tilly Walker, Elliot Cowan, Shannon Kook, Steve Coulter, Kíla Lord Cassidy;US;2025-09-03;2025;PG-13;136 min;Horror;Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.;https://image.tmdb.org/t/p/w500/byWgphT74ClOVa8EOGzYDkl8DVL.jpg;tt22898462;1038392;24.6204;6.914;1603
tmdb_574475;Movie;Final Destination Bloodlines;Zach Lipovsky, Adam B. Stein;Kaitlyn Santa Juana, Teo Briones, Rya Kihlstedt, Richard Harmon, Owen Patrick Joyner, Anna Lore, Alex Zahara, April Telek, Andrew Tinpo Lee, Tony Todd;US;2025-05-14;2025;PG-13;110 min;Horror, Mystery;Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.;https://image.tmdb.org/t/p/w500/6WxhEvFsauuACfv8HyoVX6mZKFj.jpg;tt9619824;574475;24.4348;7.092;2575
tmdb_338969;Movie;The Toxic Avenger Unrated;Macon Blair;Peter Dinklage, Jacob Tremblay, Taylour Paige, Julia Davis, Jonny Coyne, Elijah Wood, Kevin Bacon, David Yow, Sarah Niles, Shaun Dooley;US;2025-08-28;2025;PG-13;102 min;Action, Comedy, Science Fiction;When a downtrodden janitor, Winston Gooze, is exposed to a catastrophic toxic accident, he’s transformed into a new kind of hero: The Toxic Avenger. Now, Toxie must rise from outcast to savior, taking on ruthless corporate overlords and corrupt forces who threaten his son, his friends, and his community.;https://image.tmdb.org/t/p/w500/cCWojb6N9UcTzNVtS4bOM3vQ30x.jpg;tt1633359;338969;24.2705;6.0;271
tmdb_1371185;Movie;Song Sung Blue;Craig Brewer;Hugh Jackman, Kate Hudson, Michael Imperioli, Fisher Stevens, Jim Belushi, Ella Anderson, King Princess, Mustafa Shakir, Hudson Hilbert Hensley, Shyaporn Theerakulstit;US;2025-12-25;2025;PG-13;133 min;Drama, Music, Romance;Based on a true story, two down-on-their-luck musicians form a joyous Neil Diamond tribute band, proving it's never too late to find love and follow your dreams.;https://image.tmdb.org/t/p/w500/kQzDdxI0F5z16qo2vzDoqdVMl4O.jpg;tt30343021;1371185;24.0527;7.578;90
tmdb_950387;Movie;A Minecraft Movie;Jared Hess;Jason Momoa, Jack Black, Sebastian Eugene Hansen, Emma Myers, Danielle Brooks, Jennifer Coolidge, Rachel House, Allan Henry, Bram Scott-Breheny, Moana Williams;SE, US;2025-03-31;2025;PG-13;101 min;Family, Fantasy, Comedy, Adventure;Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.;https://image.tmdb.org/t/p/w500/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg;tt3566834;950387;22.9525;6.292;2726
tmdb_1297953;Movie;My Friend Eva;Cesc Gay;Nora Navas, Rodrigo de la Serna, Juan Diego Botto, Àgata Roca, Fernanda Orazi, Francesco Carril, Marian Álvarez, Miki Esparbé, Mariona Pagès, Lluís Xavier Villanueva;ES;2025-09-18;2025;PG-13;100 min;Romance, Comedy;Eva has just turned 50. She’s been married for over 20 years and has two, teenage children. So far, nothing remarkable. But on a business trip to Rome something happens that turns her life upside down. She meets Alex, a scriptwriter who’s spending a few days in the Italian city. The instant attraction she feels for him, the butterflies in her tummy, the seductive hint of possibility… After all this time, she remembers what it feels like to fall in love and it shifts something inside of her. It reignites a fire that had long been extinguished.;https://image.tmdb.org/t/p/w500/pgcuTzn4JGF3jGryrLEAKM0Bazf.jpg;tt32372983;1297953;22.8515;7.0;5
tmdb_1241983;Movie;Train Dreams;Clint Bentley;Joel Edgerton, Felicity Jones, William H. Macy, Kerry Condon, Nathaniel Arcand, Clifton Collins Jr., John Diehl, Paul Schneider, Will Patton, Alfred Hsing;US;2025-11-05;2025;PG-13;102 min;Drama;A logger leads a life of quiet grace as he experiences love and loss during an era of monumental change in early 20th-century America.;https://image.tmdb.org/t/p/w500/wfzYOVdafdbD1d3SxNqiBtV2Yhx.jpg;tt29768334;1241983;22.6424;7.31;523
